1.000000000000000000e+00,9.822525706291199490e-03,1.244932141804576571e-02,1.351096037387847920e-02,1.509218159116803432e-02
2.000000000000000000e+00,1.000178120613098159e-02,1.350691256337502658e-02,1.392280360221862835e-02,1.565558745892080272e-02
3.000000000000000000e+00,1.074147906766596133e-02,1.456450370870428571e-02,1.490850885477865324e-02,1.621899332667357113e-02
4.000000000000000000e+00,1.073702310562133812e-02,1.562209485403354657e-02,1.511967433929443418e-02,1.678239919442633954e-02
5.000000000000000000e+00,1.204492976665496803e-02,1.667968599936280744e-02,1.614089174270630020e-02,1.734580506217910448e-02
6.000000000000000000e+00,1.274088497839301337e-02,1.773727714469206657e-02,1.693369817585003295e-02,1.790921092993187289e-02
7.000000000000000000e+00,1.610355759040825105e-02,1.879486829002132570e-02,1.764765283765369619e-02,1.847261679768464129e-02
8.000000000000000000e+00,1.456983489990234387e-02,1.985245943535058830e-02,1.764767662048339833e-02,1.903602266543740970e-02
9.000000000000000000e+00,1.626607863657589595e-02,2.091005058067985090e-02,1.906668461853862351e-02,1.959942853319017811e-02
1.000000000000000000e+01,1.665614867210388206e-02,2.196764172600911003e-02,1.946037902832031125e-02,2.016283440094294652e-02
1.100000000000000000e+01,1.761502376276126089e-02,2.302523287133836916e-02,2.050650439700836894e-02,2.072624026869571146e-02
1.200000000000000000e+01,1.819090703593932365e-02,2.408282401666762829e-02,2.038699510087776945e-02,2.128964613644847986e-02
1.300000000000000000e+01,2.327909902191360389e-02,2.514041516199689089e-02,2.204584827477634040e-02,2.185305200420124827e-02
1.400000000000000000e+01,2.343272969276881043e-02,2.619800630732615002e-02,2.245599972574334469e-02,2.241645787195401668e-02
1.500000000000000000e+01,2.401196377393222461e-02,2.725559745265541262e-02,2.312129353361352946e-02,2.297986373970678509e-02
1.600000000000000000e+01,2.207921669006347731e-02,2.831318859798467175e-02,2.268020393371581941e-02,2.354326960745955349e-02
1.700000000000000000e+01,2.727066562906728039e-02,2.937077974331393088e-02,2.441700464361464332e-02,2.410667547521232190e-02
1.800000000000000000e+01,2.668830479882105047e-02,3.042837088864319348e-02,2.491201326261758067e-02,2.467008134296509031e-02
1.900000000000000000e+01,2.862453478810272553e-02,3.148596203397245608e-02,2.553031337659772068e-02,2.523348721071785872e-02
2.000000000000000000e+01,2.649447822570800623e-02,3.254355317930171521e-02,2.455917673110961930e-02,2.579689307847062713e-02
2.100000000000000000e+01,2.985455818608847428e-02,3.360114432463097434e-02,2.756487066532473107e-02,2.636029894622339553e-02
2.200000000000000000e+01,2.759257581755289457e-02,3.465873546996023347e-02,2.808052109979712607e-02,2.692370481397616047e-02
2.300000000000000000e+01,2.958057654923874902e-02,3.571632661528949260e-02,2.869707614649515473e-02,2.748711068172892888e-02
2.400000000000000000e+01,2.775394985177008847e-02,3.677391776061875173e-02,2.767373916054870209e-02,2.805051654948169729e-02
