1.000000000000000000e+00,4.911262853145599365e+02,6.224660709022882656e+02,6.755480186939239502e+02,7.546090795584017314e+02
2.000000000000000000e+00,2.500445301532745361e+02,3.376728140843756591e+02,3.480700900554656982e+02,3.913896864730200491e+02
3.000000000000000000e+00,1.790282316207885742e+02,2.427465833129743373e+02,2.484801170825958252e+02,2.703219617756683988e+02
4.000000000000000000e+00,1.342127888202667236e+02,1.952761856754193275e+02,1.889959292411804199e+02,2.097799899303292364e+02
5.000000000000000000e+00,1.204492976665496826e+02,1.667968599936280611e+02,1.614089174270629883e+02,1.734580506217910454e+02
6.000000000000000000e+00,1.061825354099273682e+02,1.478224677238636957e+02,1.411254405975341797e+02,1.492553638900522230e+02
7.000000000000000000e+00,1.150277118682861328e+02,1.342517441956223365e+02,1.260571842193603516e+02,1.319499017858613854e+02
8.000000000000000000e+00,9.106146812438964844e+01,1.240778714709411759e+02,1.102979788780212402e+02,1.189751416589838158e+02
9.000000000000000000e+00,9.037433290481567383e+01,1.161762410262572587e+02,1.059344997406005859e+02,1.088944249304046252e+02
1.000000000000000000e+01,8.328074336051940918e+01,1.098382086300455569e+02,9.730189514160156250e+01,1.008141720047147345e+02
1.100000000000000000e+01,8.007789802551269531e+01,1.046727086331042216e+02,9.322256898880004883e+01,9.422148826149070544e+01
1.200000000000000000e+01,7.580150961875915527e+01,1.003531276774540117e+02,8.495260858535766602e+01,8.871395545058081211e+01
1.300000000000000000e+01,8.955469393730163574e+01,9.671517712820204338e+01,8.481037831306457520e+01,8.406869106016220883e+01
1.400000000000000000e+01,8.370171046257019043e+01,9.357927852976901306e+01,8.021283102035522461e+01,8.007158751861975077e+01
1.500000000000000000e+01,8.005588722229003906e+01,9.087016190715314679e+01,7.708639264106750488e+01,7.661486570818242114e+01
1.600000000000000000e+01,6.899755215644836426e+01,8.847871436870210005e+01,7.087563729286193848e+01,7.357271752331109838e+01
1.700000000000000000e+01,8.023029828071594238e+01,8.640883400482958621e+01,7.183482766151428223e+01,7.092183924807464734e+01
1.800000000000000000e+01,7.414011073112487793e+01,8.453001432865079323e+01,6.920557284355163574e+01,6.853348597075702742e+01
1.900000000000000000e+01,7.533977556228637695e+01,8.287105207341549828e+01,6.719578480720520020e+01,6.641453833860940392e+01
2.000000000000000000e+01,6.623619556427001953e+01,8.135888294825429057e+01,6.139794182777404785e+01,6.449223269617657195e+01
2.100000000000000000e+01,7.108370304107666016e+01,8.000432463694635032e+01,6.563195705413818359e+01,6.276387179095790714e+01
2.200000000000000000e+01,6.271792483329772949e+01,7.877930572321960767e+01,6.382702445983886719e+01,6.119758104216781192e+01
2.300000000000000000e+01,6.430817341804504395e+01,7.764729406163935721e+01,6.238744354248046875e+01,5.975697862207869093e+01
2.400000000000000000e+01,5.783923149108886719e+01,7.663684461312948315e+01,5.767207241058349609e+01,5.845727648911985597e+01
2.500000000000000000e+01,6.589284729957580566e+01,7.566301781189602593e+01,5.911387586593627930e+01,5.722784483446893233e+01
2.600000000000000000e+01,6.222471952438354492e+01,7.482262849865747967e+01,5.777263259887695312e+01,5.613717962031543607e+01
2.700000000000000000e+01,6.265679717063903809e+01,7.398127209611530475e+01,5.678322839736938477e+01,5.507983965087447586e+01
2.800000000000000000e+01,5.986852574348449707e+01,7.323364826269732930e+01,5.309334444999694824e+01,5.412319407660008608e+01
2.900000000000000000e+01,5.994588279724121094e+01,7.255673176553223414e+01,5.476414465904235840e+01,5.324651665722355176e+01
3.000000000000000000e+01,5.651502466201782227e+01,7.188014754253472915e+01,5.350611948966979980e+01,5.239539657724917276e+01
3.100000000000000000e+01,5.701380991935729980e+01,7.125759096979074059e+01,5.267756938934326172e+01,5.160689884711047881e+01
3.200000000000000000e+01,5.403990674018859863e+01,7.070175314104419328e+01,5.029933643341064453e+01,5.088778433722050210e+01
3.300000000000000000e+01,5.965735316276550293e+01,7.017903291197046656e+01,5.170777606964111328e+01,5.021169274863301979e+01
3.400000000000000000e+01,5.926476716995239258e+01,6.965159877366360774e+01,5.080613589286804199e+01,4.955001015893079597e+01
3.500000000000000000e+01,6.086884331703186035e+01,6.917420369335485475e+01,5.005415034294128418e+01,4.894036498441510474e+01
3.600000000000000000e+01,5.777992534637451172e+01,6.870690097984756051e+01,4.779892754554748535e+01,4.835301649093321430e+01
3.700000000000000000e+01,5.562148475646972656e+01,6.830655878266364311e+01,4.868050670623779297e+01,4.782671990652190175e+01
3.800000000000000000e+01,5.242695569992065430e+01,6.787953503452057191e+01,4.799519538879394531e+01,4.729466948659491266e+01
3.900000000000000000e+01,5.382089877128601074e+01,6.753427807873548261e+01,4.740313839912414551e+01,4.683155865788702954e+01
